mass,intensity
57.03439,257.42584228515625
59.01396341653764,4369.14501953125
59.98544857598631,343.3778381347656
60.02022876069998,675.0806274414062
61.86843473173399,555.8435668945312
61.98719533588263,252.31179809570312
61.98756533776488,282.13494873046875
61.98783533913841,305.8793029785156
61.98801534005408,637.3931884765625
61.9884653423433,299966.5625
61.9887453437677,1338.882843017578
61.98898534498861,646.3311767578125
61.9891653459043,417.94004821777344
61.98934534681998,314.9105834960937
61.98953534778654,248.45848846435547
61.98982534926181,227.74415588378903
62.10883595468224,567.5933837890625
62.98548041427188,704.402587890625
62.99266045079754,255.97286987304688
63.80840460058041,1107.9423828125
63.99270553814015,1520.9400634765625
65.99862097364151,573.1053466796875
66.07433134184666,348.1942749023437
67.01901593616773,248.0620880126953
68.99584011060688,1442.548583984375
68.99827012188106,345.07489013671875
69.03465029066918,556.591064453125
69.80839388050198,1544.7352294921875
70.31229621838906,628.6871337890625
70.81621855636894,258.1248474121094
71.01393947370777,1520.184814453125
71.05032964254227,650.664306640625
72.00917797733807,1536.3282470703125
72.02019802600029,564.4070434570312
72.99319232253782,1662.02001953125
73.02957248318494,1803.010986328125
74.02481687797422,205.0850982666016
74.03584692668059,1335.9708251953125
75.00884122321813,7496.578125
75.03110132151403,473.903076171875
76.01510865640643,3284.326416015625
76.03735874967913,751.1210327148438
76.98814273537899,354.4453430175781
77.99441695369468,1818.453857421875
78.91893316919223,73409.5703125
78.91935317085888,268.87577056884766
78.95910332859701,1939.4119873046875
79.95740729010578,11222.8583984375
80.91689109756689,76874.96875
80.91731109923356,307.9160919189453
80.96523128939234,563.5452270507812
80.97493132788439,1037.1187744140625
81.03463156478921,1053.574462890625
81.95320520990902,426.74853515625
81.98121532105984,4522.6435546875
82.04091555796464,330.7493896484375
82.95421061904763,208.69520568847656
82.97194068543722,480.5515441894531
83.01388084248063,465.1156921386719
83.05027097874218,3131.95068359375
83.9782344534679,1978.4744873046875
84.05654474669798,1249.730224609375
84.99069824460204,254.0418243408203
85.02952839000012,2032.6856689453125
85.06283851472868,290.10662841796875
85.06590852622422,534.6626586914062
86.03581215799336,1124.46142578125
87.00878633084794,13773.5654296875
87.04516645893104,2479.401123046875
88.00403983482566,965.4429931640624
88.01216986344896,358.1337280273437
88.01506987365899,1257.67724609375
88.04042996294397,391.9714965820313
88.05146000177731,1323.6087646484375
88.81791270021863,302.0499267578125
88.98808329933634,236.0312957763672
89.01032337763672,486.2730712890625
89.02136341650527,748.75
89.0236834246733,301.6947937011719
89.02444342734903,176707.859375
89.02494342910938,950.9599609375
89.02534343051765,295.03887939453125
89.02565343160907,262.3856506347656
89.04670350571983,887.0313720703125
89.23169415701432,270.1407470703125
89.74086594964967,257.0522766113281
89.82067613098407,1286.1163330078125
89.99430670342902,316.0923767089844
90.02641680929325,207.41493225097656
90.02673681034825,249.0623779296875
90.02733681232641,205.28191375732425
90.02782681394191,3146.156494140625
90.0283868157882,238.9499969482422
90.02866681671132,329.6883544921875
90.02894681763446,444.3582000732422
90.0292568186565,551.3281707763672
90.02957681971152,792.45556640625
90.02989682076654,1362.4046630859375
90.03069682340409,670174.3125
90.0311768249866,3186.408569335937
90.03159682637131,1265.147216796875
90.03191682742633,891.4564514160156
90.03222682844837,677.592041015625
90.03255682953636,610.2088928222656
