,mz,MF,c,h,o,n,s,Test_sample_1,Test_sample_2,AI,DBE,O/C,H/C,class,AI_class,HDX_1_D,HDX_2_D
0,123.00876500000001,C6H4O3,6,4,3,0,0,0.242445984,0.009706599,0.8,5,0.5,0.666666667,CHO,condensed,2,NA
1,125.024415,C6H6O3,6,6,3,0,0,0.171305412,0.0116018,0.6,4,0.5,1.0,CHO,aromatic,3,2
2,125.0608,C7H10O2,7,10,2,0,0,0.21889116,0.012491804,0.333333333,3,0.285714286,1.428571429,CHO,unsaturated,2,NA
3,126.019664,C5H5O3N,5,5,3,1,0,0.023526424,0.005789922,0.666666667,4,0.6,1.0,CHON,condensed,1,2
4,127.04006500000001,C6H8O3,6,8,3,0,0,0.246684738,0.014441411,0.4,3,0.5,1.333333333,CHO,unsaturated,2,2
5,128.035314,C5H7O3N,5,7,3,1,0,2.254992699,0.015623424,0.333333333,3,0.6,1.4,CHON,unsaturated,2,2
6,129.01933,C5H6O4,5,6,4,0,0,0.156082511,0.01856484,0.333333333,3,0.8,1.2,CHO,unsaturated,2,2
7,129.055715,C6H10O3,6,10,3,0,0,0.396894994,0.025579255,0.2,2,0.5,1.666666667,CHO,others,3,2
8,129.0921,C7H14O2,7,14,2,0,0,0.264653838,0.017498445,0.0,1,0.285714286,2.0,CHO,others,2,NA
9,131.03498,C5H8O4,5,8,4,0,0,0.460444309,0.045937585,0.0,2,0.8,1.6,CHO,others,2,2
10,133.040733,C7H6ON2,7,6,1,2,0,0.013344283,0.008445908,0.8,6,0.142857143,0.857142857,CHON,condensed,1,NA
11,134.02474899999999,C7H5O2N,7,5,2,1,0,0.091357626,0.011494153,0.8,6,0.285714286,0.714285714,CHON,condensed,2,2
12,135.04514999999998,C8H8O2,8,8,2,0,0,0.520343022,0.032337245,0.571428571,5,0.25,1.0,CHO,aromatic,2,2
13,136.04039899999998,C7H7O2N,7,7,2,1,0,0.082581273,0.015108611,0.6,5,0.285714286,1.0,CHON,aromatic,2,NA
14,137.0608,C8H10O2,8,10,2,0,0,0.204191058,0.009682447,0.428571429,4,0.25,1.25,CHO,unsaturated,2,NA
15,139.01491299999998,C5H4O3N2,5,4,3,2,0,0.392656689,0.043527346,1.0,5,0.6,0.8,CHON,condensed,1,1
16,140.035314,C6H7O3N,6,7,3,1,0,0.036598379,0.011904243,0.5,4,0.5,1.166666667,CHON,aromatic,NA,NA
17,141.01933,C6H6O4,6,6,4,0,0,0.052751827,0.013038232,0.5,4,0.666666667,1.0,CHO,aromatic,2,1
18,141.055715,C7H10O3,7,10,3,0,0,0.188227546,0.023108896,0.333333333,3,0.428571429,1.428571429,CHO,unsaturated,2,NA
19,141.0921,C8H14O2,8,14,2,0,0,0.131913215,0.0056399,0.142857143,2,0.25,1.75,CHO,others,2,NA
20,142.050964,C6H9O3N,6,9,3,1,0,0.018838655,0.008854386,0.25,3,0.5,1.5,CHON,others,1,NA
21,143.025083,C8H4ON2,8,4,1,2,0,0.023348264,0.010681749,1.0,8,0.125,0.5,CHON,condensed,1,NA
22,143.03498,C6H8O4,6,8,4,0,0,0.221705195,0.056392248,0.25,3,0.666666667,1.333333333,CHO,unsaturated,2,1
23,143.071365,C7H12O3,7,12,3,0,0,0.267647315,0.025573021,0.166666667,2,0.428571429,1.714285714,CHO,others,3,NA
24,143.10774999999998,C8H16O2,8,16,2,0,0,0.955667311,0.061506419,0.0,1,0.25,2.0,CHO,others,2,NA
25,144.045484,C9H7ON,9,7,1,1,0,0.106776258,0.008547585,0.75,7,0.111111111,0.777777778,CHON,condensed,1,NA
26,145.02949999999998,C9H6O2,9,6,2,0,0,0.054401752,0.005777745,0.75,7,0.222222222,0.666666667,CHO,condensed,1,1
27,145.08701499999998,C7H14O3,7,14,3,0,0,0.371569934,0.017061033,0.0,1,0.428571429,2.0,CHO,others,2,NA
28,147.04514999999998,C9H8O2,9,8,2,0,0,0.621652688,0.024965603,0.625,6,0.222222222,0.888888889,CHO,aromatic,1,NA
29,148.04039899999998,C8H7O2N,8,7,2,1,0,0.066383817,0.008704424,0.666666667,6,0.25,0.875,CHON,condensed,2,NA
30,149.024415,C8H6O3,8,6,3,0,0,0.477871037,0.046526438,0.714285714,6,0.375,0.75,CHO,condensed,1,NA
31,149.0608,C9H10O2,9,10,2,0,0,0.333212704,0.023506488,0.5,5,0.222222222,1.111111111,CHO,aromatic,2,1
32,150.056049,C8H9O2N,8,9,2,1,0,0.097393978,0.012720272,0.5,5,0.25,1.125,CHON,aromatic,1,NA
33,151.00368,C7H4O4,7,4,4,0,0,0.049212111,0.00791242,0.8,6,0.571428571,0.571428571,CHO,condensed,1,NA
34,151.040065,C8H8O3,8,8,3,0,0,4.852685303,0.376445077,0.571428571,5,0.375,1.0,CHO,aromatic,NA,NA
35,153.01933,C7H6O4,7,6,4,0,0,0.663642494,0.114018898,0.6,5,0.571428571,0.857142857,CHO,aromatic,3,NA
36,153.030563,C6H6O3N2,6,6,3,2,0,0.245088439,0.058163596,0.666666667,5,0.5,1.0,CHON,condensed,2,1
37,153.055715,C8H10O3,8,10,3,0,0,0.301062021,0.029745791,0.428571429,4,0.375,1.25,CHO,unsaturated,3,2
38,153.0921,C9H14O2,9,14,2,0,0,0.116726526,0.012800604,0.25,3,0.222222222,1.555555556,CHO,others,2,2
39,154.014579,C6H5O4N,6,5,4,1,0,100.0,58.5493248,0.666666667,5,0.666666667,0.833333333,CHON,condensed,2,NA
40,154.03320499999998,C7H9ONS,7,9,1,1,1,0.021419387,0.011969818,0.6,4,0.142857143,1.285714286,CHONS,aromatic,2,NA
41,155.071365,C8H12O3,8,12,3,0,0,0.191315501,0.045878073,0.285714286,3,0.375,1.5,CHO,others,3,1
42,155.10774999999998,C9H16O2,9,16,2,0,0,0.101763207,0.014446901,0.125,2,0.222222222,1.777777778,CHO,others,2,NA
43,157.014245,C6H6O5,6,6,5,0,0,0.057102816,0.006455037,0.5,4,0.833333333,1.0,CHO,aromatic,2,1
44,157.08701499999998,C8H14O3,8,14,3,0,0,0.63466248,0.094947516,0.142857143,2,0.375,1.75,CHO,others,3,2
45,157.1234,C9H18O2,9,18,2,0,0,1.810987373,0.151774651,0.0,1,0.222222222,2.0,CHO,others,2,1
46,158.04587899999999,C6H9O4N,6,9,4,1,0,0.015710501,0.009731591,0.0,3,0.666666667,1.5,CHON,others,NA,2
47,158.06113399999998,C10H9ON,10,9,1,1,0,0.086211411,0.016509933,0.666666667,7,0.1,0.9,CHON,condensed,1,1
48,158.08226399999998,C7H13O3N,7,13,3,1,0,0.105059755,0.008282232,0.0,2,0.428571429,1.857142857,CHON,others,2,NA
49,159.02989499999998,C6H8O5,6,8,5,0,0,0.065174796,0.007104753,0.25,3,0.833333333,1.333333333,CHO,unsaturated,2,2
50,159.04514999999998,C10H8O2,10,8,2,0,0,0.220595645,0.047023191,0.666666667,7,0.2,0.8,CHO,condensed,2,1
51,159.06627999999998,C7H12O4,7,12,4,0,0,1.268362903,0.182960831,0.0,2,0.571428571,1.714285714,CHO,others,4,2
52,159.102665,C8H16O3,8,16,3,0,0,0.48876423,0.062086789,0.0,1,0.375,2.0,CHO,others,2,NA
53,160.04039899999998,C9H7O2N,9,7,2,1,0,0.122571068,0.023835062,0.714285714,7,0.222222222,0.777777778,CHON,condensed,2,1
54,161.024415,C9H6O3,9,6,3,0,0,1.892634589,0.057592167,0.75,7,0.333333333,0.666666667,CHO,condensed,2,3
55,161.03564799999998,C8H6O2N2,8,6,2,2,0,2.143149117,0.355950447,0.8,7,0.25,0.75,CHON,condensed,2,2
56,161.045545,C6H10O5,6,10,5,0,0,0.135467277,0.028368978,0.0,2,0.833333333,1.666666667,CHO,others,3,2
57,161.0608,C10H10O2,10,10,2,0,0,0.861469385,0.17272488,0.555555556,6,0.2,1.0,CHO,aromatic,2,2
58,161.08193,C7H14O4,7,14,4,0,0,0.067817472,0.012979339,-0.2,1,0.571428571,2.0,CHO,others,3,NA
59,162.01966399999998,C8H5O3N,8,5,3,1,0,0.42362065,0.251729674,0.833333333,7,0.375,0.625,CHON,condensed,2,1
60,162.056049,C9H9O2N,9,9,2,1,0,0.120879697,0.02739974,0.571428571,6,0.222222222,1.0,CHON,aromatic,2,1
61,163.00368,C8H4O4,8,4,4,0,0,0.032963008,0.00670008,0.833333333,7,0.5,0.5,CHO,condensed,1,1
62,163.01491299999998,C7H4O3N2,7,4,3,2,0,0.109788794,0.026809405,1.0,7,0.428571429,0.571428571,CHON,condensed,1,2
63,163.040065,C9H8O3,9,8,3,0,0,3.234592785,2.266785322,0.625,6,0.333333333,0.888888889,CHO,aromatic,3,2
64,163.061195,C6H12O5,6,12,5,0,0,0.042444062,0.010958704,-0.25,1,0.833333333,2.0,CHO,others,4,4
65,163.07645,C10H12O2,10,12,2,0,0,0.31072503,0.012934085,0.444444444,5,0.2,1.2,CHO,unsaturated,2,2
66,164.035314,C8H7O3N,8,7,3,1,0,1.704690336,0.440991776,0.666666667,6,0.375,0.875,CHON,condensed,2,NA
67,164.071699,C9H11O2N,9,11,2,1,0,0.19078511,0.024586563,0.428571429,5,0.222222222,1.222222222,CHON,unsaturated,2,2
68,165.01933,C8H6O4,8,6,4,0,0,0.50787866,0.121772911,0.666666667,6,0.5,0.75,CHO,condensed,2,4
69,165.030563,C7H6O3N2,7,6,3,2,0,0.045520621,0.0063659,0.75,6,0.428571429,0.857142857,CHON,condensed,1,1
70,165.055715,C9H10O3,9,10,3,0,0,2.855740825,1.767275725,0.5,5,0.333333333,1.111111111,CHO,aromatic,3,2
71,165.0921,C10H14O2,10,14,2,0,0,0.121475352,0.023582813,0.333333333,4,0.2,1.4,CHO,unsaturated,2,1
72,166.050964,C8H9O3N,8,9,3,1,0,0.613703879,0.171677479,0.5,5,0.375,1.125,CHON,aromatic,2,1
73,167.03498,C8H8O4,8,8,4,0,0,2.557593165,1.193094995,0.5,5,0.5,1.0,CHO,aromatic,3,1
74,167.046213,C7H8O3N2,7,8,3,2,0,0.106935866,0.047241433,0.5,5,0.428571429,1.142857143,CHON,aromatic,2,NA
75,167.071365,C9H12O3,9,12,3,0,0,0.591154322,0.150064103,0.375,4,0.333333333,1.333333333,CHO,unsaturated,3,3
76,167.10774999999998,C10H16O2,10,16,2,0,0,0.076109325,0.021359498,0.222222222,3,0.2,1.6,CHO,others,2,NA
77,167.993844,C6H3O5N,6,3,5,1,0,0.216522984,0.108043639,1.0,6,0.833333333,0.5,CHON,condensed,1,1
78,168.030229,C7H7O4N,7,7,4,1,0,61.89326467,100.0,0.5,5,0.571428571,1.0,CHON,aromatic,2,NA
79,168.10299899999998,C9H15O2N,9,15,2,1,0,0.071642423,0.013693247,0.142857143,3,0.222222222,1.666666667,CHON,others,1,NA
80,169.014245,C7H6O5,7,6,5,0,0,0.166775684,0.012190486,0.6,5,0.714285714,0.857142857,CHO,aromatic,1,NA
81,169.025478,C6H6O4N2,6,6,4,2,0,0.084268984,0.025586154,0.5,5,0.666666667,1.0,CHON,aromatic,4,NA
82,169.040733,C10H6ON2,10,6,1,2,0,0.034821721,0.010161725,0.875,9,0.1,0.6,CHON,condensed,1,NA
83,169.05062999999998,C8H10O4,8,10,4,0,0,0.361693664,0.060748273,0.333333333,4,0.5,1.25,CHO,unsaturated,3,2
84,169.06588499999998,C12H10O,12,10,1,0,0,0.03891209,0.006465902,0.666666667,8,0.083333333,0.833333333,CHO,condensed,NA,1
85,170.04587899999999,C7H9O4N,7,9,4,1,0,0.050615194,0.02683492,0.25,4,0.571428571,1.285714286,CHON,unsaturated,2,NA
86,170.08226399999998,C8H13O3N,8,13,3,1,0,0.02889086,0.007704887,0.166666667,3,0.375,1.625,CHON,others,1,NA
87,171.012136,C7H8O3S,7,8,3,0,1,0.214905872,0.034560154,0.6,4,0.428571429,1.142857143,CHOS,aromatic,1,1
88,171.019998,C9H4O2N2,9,4,2,2,0,0.018192655,0.007809346,1.0,9,0.222222222,0.444444444,CHON,condensed,1,NA
89,171.02989499999998,C7H8O5,7,8,5,0,0,0.125170098,0.074779312,0.4,4,0.714285714,1.142857143,CHO,unsaturated,2,NA
90,171.04514999999998,C11H8O2,11,8,2,0,0,0.306308129,0.048807003,0.7,8,0.181818182,0.727272727,CHO,condensed,2,2
91,171.102665,C9H16O3,9,16,3,0,0,1.707321925,0.284554953,0.125,2,0.333333333,1.777777778,CHO,others,3,NA
92,171.13905,C10H20O2,10,20,2,0,0,0.95714731,0.185541888,0.0,1,0.2,2.0,CHO,others,2,NA
93,172.04039899999998,C10H7O2N,10,7,2,1,0,0.063692966,0.010823396,0.75,8,0.2,0.7,CHON,condensed,1,NA
94,172.06152899999998,C7H11O4N,7,11,4,1,0,0.020182094,0.008758444,0.0,3,0.571428571,1.571428571,CHON,others,2,NA
95,172.076784,C11H11ON,11,11,1,1,0,0.053920067,0.008541089,0.6,7,0.090909091,1.0,CHON,aromatic,1,NA
96,173.024415,C10H6O3,10,6,3,0,0,0.055959248,0.015606558,0.777777778,8,0.3,0.6,CHO,condensed,NA,NA
97,173.045545,C7H10O5,7,10,5,0,0,0.39755282,0.176593807,0.2,3,0.714285714,1.428571429,CHO,unsaturated,4,NA
98,173.0608,C11H10O2,11,10,2,0,0,0.455052219,0.100598619,0.6,7,0.181818182,0.909090909,CHO,aromatic,2,1
99,174.056049,C10H9O2N,10,9,2,1,0,0.109426817,0.032781893,0.625,7,0.2,0.9,CHON,aromatic,2,NA
100,175.040065,C10H8O3,10,8,3,0,0,2.271969232,1.427753829,0.666666667,7,0.3,0.8,CHO,condensed,2,2
101,175.051298,C9H8O2N2,9,8,2,2,0,0.216138089,0.081577038,0.666666667,7,0.222222222,0.888888889,CHON,condensed,2,NA
102,175.061195,C7H12O5,7,12,5,0,0,0.168322531,0.073618089,0.0,2,0.714285714,1.714285714,CHO,others,3,1
103,175.07645,C11H12O2,11,12,2,0,0,0.609953943,0.197853438,0.5,6,0.181818182,1.090909091,CHO,aromatic,2,1
104,175.09758,C8H16O4,8,16,4,0,0,0.147515785,0.060605156,-0.166666667,1,0.5,2.0,CHO,others,3,2
105,176.035314,C9H7O3N,9,7,3,1,0,0.48236896,0.132565343,0.714285714,7,0.333333333,0.777777778,CHON,condensed,2,NA
106,176.071699,C10H11O2N,10,11,2,1,0,0.090663211,0.027698025,0.5,6,0.2,1.1,CHON,aromatic,2,1
107,177.01933,C9H6O4,9,6,4,0,0,0.561077656,0.258102078,0.714285714,7,0.444444444,0.666666667,CHO,condensed,2,2
108,177.030563,C8H6O3N2,8,6,3,2,0,0.150709696,0.160349422,0.8,7,0.375,0.75,CHON,condensed,2,2
109,177.055715,C10H10O3,10,10,3,0,0,3.140318945,2.816970856,0.555555556,6,0.3,1.0,CHO,aromatic,3,2
110,177.066948,C9H10O2N2,9,10,2,2,0,0.02495522,0.00815105,0.5,6,0.222222222,1.111111111,CHON,aromatic,1,2
111,177.0921,C11H14O2,11,14,2,0,0,0.183119558,0.050424088,0.4,5,0.181818182,1.272727273,CHO,unsaturated,2,2
112,178.014579,C8H5O4N,8,5,4,1,0,1.271327795,1.440901582,0.8,7,0.5,0.625,CHON,condensed,2,NA
113,178.087349,C10H13O2N,10,13,2,1,0,0.044768502,0.013549071,0.375,5,0.2,1.3,CHON,unsaturated,1,NA
114,179.009828,C7H4O4N2,7,4,4,2,0,0.035650776,0.007748283,1.0,7,0.571428571,0.571428571,CHON,condensed,1,NA
115,179.03498,C9H8O4,9,8,4,0,0,1.322468657,1.015778736,0.571428571,6,0.444444444,0.888888889,CHO,aromatic,3,2
116,179.046213,C8H8O3N2,8,8,3,2,0,0.049276854,0.016711516,0.6,6,0.375,1.0,CHON,aromatic,2,2
117,179.071365,C10H12O3,10,12,3,0,0,1.065225341,0.490468153,0.444444444,5,0.3,1.2,CHO,unsaturated,3,1
118,179.10774999999998,C11H16O2,11,16,2,0,0,0.061297672,0.017247673,0.3,4,0.181818182,1.454545455,CHO,unsaturated,2,1
119,180.030229,C8H7O4N,8,7,4,1,0,2.920879513,6.465789435,0.6,6,0.5,0.875,CHON,aromatic,2,2
120,180.03359999999998,C5H11O4NS,5,11,4,1,1,0.067587841,0.00698199,-2.0,1,0.8,2.2,CHONS,others,1,NA
121,180.066614,C9H11O3N,9,11,3,1,0,0.273235396,0.091333109,0.428571429,5,0.333333333,1.222222222,CHON,unsaturated,3,1
122,181.014245,C8H6O5,8,6,5,0,0,0.097341279,0.013348345,0.666666667,6,0.625,0.75,CHO,condensed,1,2
123,181.025478,C7H6O4N2,7,6,4,2,0,0.100500237,0.078970191,0.666666667,6,0.571428571,0.857142857,CHON,condensed,2,2
124,181.05062999999998,C9H10O4,9,10,4,0,0,2.013065305,1.131019456,0.428571429,5,0.444444444,1.111111111,CHO,unsaturated,3,3
125,181.061863,C8H10O3N2,8,10,3,2,0,0.04986253,0.026007633,0.4,5,0.375,1.25,CHON,unsaturated,2,2
126,181.08701499999998,C10H14O3,10,14,3,0,0,0.32279964,0.084392859,0.333333333,4,0.3,1.4,CHO,unsaturated,3,2
127,182.009494,C7H5O5N,7,5,5,1,0,0.632448165,0.200140493,0.75,6,0.714285714,0.714285714,CHON,condensed,2,NA
128,182.04587899999999,C8H9O4N,8,9,4,1,0,18.90743545,37.67103269,0.4,5,0.5,1.125,CHON,unsaturated,3,NA
129,183.004743,C6H4O5N2,6,4,5,2,0,0.020439678,0.020783679,1.0,6,0.833333333,0.666666667,CHON,condensed,NA,2
130,183.02989499999998,C8H8O5,8,8,5,0,0,0.324074815,0.150850129,0.5,5,0.625,1.0,CHO,aromatic,3,2
131,183.033266,C5H12O5S,5,12,5,0,1,0.033694825,0.011473122,-1.0,0,1.0,2.4,CHOS,others,NA,1
132,183.041128,C7H8O4N2,7,8,4,2,0,0.034632735,0.008181873,0.333333333,5,0.571428571,1.142857143,CHON,unsaturated,2,3
133,183.04514999999998,C12H8O2,12,8,2,0,0,0.208213853,0.041762261,0.727272727,9,0.166666667,0.666666667,CHO,condensed,2,1
134,183.05638299999998,C11H8ON2,11,8,1,2,0,0.019582832,0.00782167,0.777777778,9,0.090909091,0.727272727,CHON,condensed,NA,NA
135,183.06627999999998,C9H12O4,9,12,4,0,0,0.453408159,0.142108439,0.285714286,4,0.444444444,1.333333333,CHO,unsaturated,3,4
136,183.102665,C10H16O3,10,16,3,0,0,0.599523177,0.114075855,0.222222222,3,0.3,1.6,CHO,others,2,2
137,183.13905,C11H20O2,11,20,2,0,0,0.05363619,0.011515884,0.1,2,0.181818182,1.818181818,CHO,others,2,2
138,184.02514399999998,C7H7O5N,7,7,5,1,0,8.098380674,14.64126257,0.5,5,0.714285714,1.0,CHON,aromatic,3,NA
139,184.04039899999998,C11H7O2N,11,7,2,1,0,0.056840575,0.01499192,0.777777778,9,0.181818182,0.636363636,CHON,condensed,1,2
140,184.06152899999998,C8H11O4N,8,11,4,1,0,0.055798102,0.021120868,0.2,4,0.5,1.375,CHON,unsaturated,2,1
141,184.097914,C9H15O3N,9,15,3,1,0,0.06948007,0.015699849,0.142857143,3,0.333333333,1.666666667,CHON,others,2,NA
142,185.024415,C11H6O3,11,6,3,0,0,0.14316673,0.061688289,0.8,9,0.272727273,0.545454545,CHO,condensed,1,2
143,185.03564799999998,C10H6O2N2,10,6,2,2,0,0.179576172,0.135935599,0.857142857,9,0.2,0.6,CHON,condensed,1,NA
144,185.045545,C8H10O5,8,10,5,0,0,0.736680557,0.094091841,0.333333333,4,0.625,1.25,CHO,unsaturated,4,4
145,185.05677799999998,C7H10O4N2,7,10,4,2,0,0.025293775,0.00756397,0.0,4,0.571428571,1.428571429,CHON,unsaturated,NA,NA
146,185.0608,C12H10O2,12,10,2,0,0,0.480074594,0.126195711,0.636363636,8,0.166666667,0.833333333,CHO,aromatic,2,2
147,185.08193,C9H14O4,9,14,4,0,0,1.479611248,1.198163426,0.142857143,3,0.444444444,1.555555556,CHO,others,3,2
148,185.118315,C10H18O3,10,18,3,0,0,0.350447345,0.122742781,0.111111111,2,0.3,1.8,CHO,others,2,2
149,185.1547,C11H22O2,11,22,2,0,0,0.179592632,0.025052354,0.0,1,0.181818182,2.0,CHO,others,1,1
150,186.01966399999998,C10H5O3N,10,5,3,1,0,0.025905634,0.012200782,0.875,9,0.3,0.5,CHON,condensed,1,NA
151,186.040794,C7H9O5N,7,9,5,1,0,0.024037294,0.010542478,0.25,4,0.714285714,1.285714286,CHON,unsaturated,1,2
152,186.056049,C11H9O2N,11,9,2,1,0,0.070869337,0.023758913,0.666666667,8,0.181818182,0.818181818,CHON,condensed,1,NA
153,186.077179,C8H13O4N,8,13,4,1,0,0.02706453,0.016329211,0.0,3,0.5,1.625,CHON,others,2,2
154,186.113564,C9H17O3N,9,17,3,1,0,9.774201233,5.983958394,0.0,2,0.333333333,1.888888889,CHON,others,3,NA
155,187.02481,C7H8O6,7,8,6,0,0,0.046001542,0.008907147,0.4,4,0.857142857,1.142857143,CHO,unsaturated,2,NA
156,187.040065,C11H8O3,11,8,3,0,0,0.466547508,0.144455145,0.7,8,0.272727273,0.727272727,CHO,condensed,2,2
157,187.051298,C10H8O2N2,10,8,2,2,0,0.055178877,0.018410294,0.714285714,8,0.2,0.8,CHON,condensed,2,1
158,187.07645,C12H12O2,12,12,2,0,0,0.397849136,0.120840605,0.545454545,7,0.166666667,1.0,CHO,aromatic,2,1
159,187.09758,C9H16O4,9,16,4,0,0,7.878017898,7.727165924,0.0,2,0.444444444,1.777777778,CHO,others,4,4
160,187.133965,C10H20O3,10,20,3,0,0,0.254564146,0.079172966,0.0,1,0.3,2.0,CHO,others,2,2
161,188.035314,C10H7O3N,10,7,3,1,0,2.423872819,5.456502766,0.75,8,0.3,0.7,CHON,condensed,2,2
162,188.071699,C11H11O2N,11,11,2,1,0,0.058180849,0.015318305,0.555555556,7,0.181818182,1.0,CHON,aromatic,2,1
163,189.01933,C10H6O4,10,6,4,0,0,0.170492268,0.05966145,0.75,8,0.4,0.6,CHO,condensed,1,3
164,189.030563,C9H6O3N2,9,6,3,2,0,0.141018444,0.134770594,0.833333333,8,0.333333333,0.666666667,CHON,condensed,1,NA
165,189.055715,C11H10O3,11,10,3,0,0,1.619819616,1.575808457,0.6,7,0.272727273,0.909090909,CHO,aromatic,2,3
166,189.066948,C10H10O2N2,10,10,2,2,0,0.082539053,0.040312113,0.571428571,7,0.2,1.0,CHON,aromatic,2,1
167,189.076845,C8H14O5,8,14,5,0,0,0.207607656,0.190008507,0.0,2,0.625,1.75,CHO,others,3,2
168,189.0921,C12H14O2,12,14,2,0,0,0.234328473,0.080119482,0.454545455,6,0.166666667,1.166666667,CHO,unsaturated,2,1
169,189.11323,C9H18O4,9,18,4,0,0,0.201369053,0.069556167,-0.142857143,1,0.444444444,2.0,CHO,others,3,2
170,190.014579,C9H5O4N,9,5,4,1,0,0.151724668,0.013592111,0.833333333,8,0.444444444,0.555555556,CHON,condensed,2,2
171,190.050964,C10H9O3N,10,9,3,1,0,0.355695486,0.164273721,0.625,7,0.3,0.9,CHON,aromatic,2,1
172,190.087349,C11H13O2N,11,13,2,1,0,0.04631475,0.012188084,0.444444444,6,0.181818182,1.181818182,CHON,unsaturated,2,NA
173,191.03498,C10H8O4,10,8,4,0,0,1.193213279,0.656706659,0.625,7,0.4,0.8,CHO,aromatic,2,3
174,191.046213,C9H8O3N2,9,8,3,2,0,0.0883145,0.070348023,0.666666667,7,0.333333333,0.888888889,CHON,condensed,2,NA
175,191.05611,C7H12O6,7,12,6,0,0,0.05270506,0.045647414,0.0,2,0.857142857,1.714285714,CHO,others,4,2
176,191.071365,C11H12O3,11,12,3,0,0,1.519500286,1.000038237,0.5,6,0.272727273,1.090909091,CHO,aromatic,3,2
177,191.10774999999998,C12H16O2,12,16,2,0,0,0.065767263,0.01796691,0.363636364,5,0.166666667,1.333333333,CHO,unsaturated,2,2
178,192.030229,C9H7O4N,9,7,4,1,0,2.19040016,3.915640222,0.666666667,7,0.444444444,0.777777778,CHON,condensed,2,2
179,192.066614,C10H11O3N,10,11,3,1,0,0.400756535,0.170016061,0.5,6,0.3,1.1,CHON,aromatic,2,2
180,193.014245,C9H6O5,9,6,5,0,0,0.054290219,0.018189109,0.714285714,7,0.555555556,0.666666667,CHO,condensed,2,NA
181,193.025478,C8H6O4N2,8,6,4,2,0,0.032765947,0.022557292,0.75,7,0.5,0.75,CHON,condensed,1,NA
182,193.05062999999998,C10H10O4,10,10,4,0,0,1.678292981,1.41887586,0.5,6,0.4,1.0,CHO,aromatic,3,NA
183,193.054001,C7H14O4S,7,14,4,0,1,0.033496608,0.011079973,-0.25,1,0.571428571,2.0,CHOS,others,1,3
184,193.061863,C9H10O3N2,9,10,3,2,0,0.038603852,0.01156733,0.5,6,0.333333333,1.111111111,CHON,aromatic,1,NA
185,193.06588499999998,C14H10O,14,10,1,0,0,0.17852541,0.020168954,0.714285714,10,0.071428571,0.714285714,CHO,condensed,1,1
186,193.08701499999998,C11H14O3,11,14,3,0,0,0.465295394,0.21025494,0.4,5,0.272727273,1.272727273,CHO,unsaturated,3,2
187,193.1234,C12H18O2,12,18,2,0,0,0.036083075,0.013421022,0.272727273,4,0.166666667,1.5,CHO,others,2,NA
188,194.009494,C8H5O5N,8,5,5,1,0,0.210855067,0.13571947,0.8,7,0.625,0.625,CHON,condensed,2,1
189,194.04587899999999,C9H9O4N,9,9,4,1,0,4.600221907,10.90063282,0.5,6,0.444444444,1.0,CHON,aromatic,2,NA
190,194.06113399999998,C13H9ON,13,9,1,1,0,0.036777515,0.007368654,0.75,10,0.076923077,0.692307692,CHON,condensed,1,NA
191,194.08226399999998,C10H13O3N,10,13,3,1,0,0.153415032,0.072429155,0.375,5,0.3,1.3,CHON,unsaturated,2,NA
192,195.02989499999998,C9H8O5,9,8,5,0,0,0.400403553,0.136239301,0.571428571,6,0.555555556,0.888888889,CHO,aromatic,3,4
193,195.041128,C8H8O4N2,8,8,4,2,0,0.102531765,0.077043843,0.5,6,0.5,1.0,CHON,aromatic,1,2
194,195.04514999999998,C13H8O2,13,8,2,0,0,1.111022648,0.446382883,0.75,10,0.153846154,0.615384615,CHO,condensed,1,NA
195,195.06627999999998,C10H12O4,10,12,4,0,0,1.260651622,0.69735259,0.375,5,0.4,1.2,CHO,unsaturated,3,2
196,195.07751299999998,C9H12O3N2,9,12,3,2,0,0.03286336,0.012290639,0.333333333,5,0.333333333,1.333333333,CHON,unsaturated,2,NA
197,195.102665,C11H16O3,11,16,3,0,0,0.174600008,0.05642183,0.3,4,0.272727273,1.454545455,CHO,unsaturated,3,2
198,195.13905,C12H20O2,12,20,2,0,0,0.067081596,0.139618718,0.181818182,3,0.166666667,1.666666667,CHO,others,1,NA
199,196.02514399999998,C8H7O5N,8,7,5,1,0,1.678698527,1.872338684,0.6,6,0.625,0.875,CHON,aromatic,3,3
200,196.04039899999998,C12H7O2N,12,7,2,1,0,0.046854271,0.010238019,0.8,10,0.166666667,0.583333333,CHON,condensed,1,1
201,196.06152899999998,C9H11O4N,9,11,4,1,0,4.611340036,1.257606015,0.333333333,5,0.444444444,1.222222222,CHON,unsaturated,3,NA
202,196.097914,C10H15O3N,10,15,3,1,0,0.0326547,0.009722707,0.25,4,0.3,1.5,CHON,others,2,NA
203,197.02039299999998,C7H6O5N2,7,6,5,2,0,0.340895598,0.452849453,0.666666667,6,0.714285714,0.857142857,CHON,condensed,1,1
204,197.045545,C9H10O5,9,10,5,0,0,2.024983877,1.133530119,0.428571429,5,0.555555556,1.111111111,CHO,unsaturated,3,3
205,197.05677799999998,C8H10O4N2,8,10,4,2,0,0.028886385,0.011478181,0.25,5,0.5,1.25,CHON,unsaturated,NA,2
206,197.0608,C13H10O2,13,10,2,0,0,0.508161161,0.099602846,0.666666667,9,0.153846154,0.769230769,CHO,condensed,2,2
